city,province,industry_code,industry,year,pilot_zone,pilot_year,post_pilot,years_since_pilot,ai_exposure_ex_ante,robot_compatibility,smart_factory_count,smart_factory_excellence_count,industrial_ai_patents,machine_vision_patents,robotics_patents,predictive_maintenance_patents,digital_twin_patents,quality_inspection_patents,process_control_patents,industrial_ai_procurement_count,industrial_ai_procurement_value,aid_equal_index,procurement_layer_status,source_coverage_flags
Nanchang,Jiangxi,pharmaceuticals,pharmaceuticals,2018,0,,0,,1.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.1393122215261335,pending,patents=1;smart_factories=0;procurement=pending
Nanchang,Jiangxi,precision_instruments,precision_instruments,2019,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Nanchang,Jiangxi,semiconductors,semiconductors,2025,0,,0,,1.875,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.050829703154532,pending,patents=0;smart_factories=1;procurement=pending
Nanchang,Jiangxi,shipbuilding,shipbuilding,2025,0,,0,,1.125,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4639304816247823,pending,patents=0;smart_factories=1;procurement=pending
Nanjing,Jiangsu,automotive_and_nev,automotive_and_nev,2021,0,,0,,1.75,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.22837362474480527,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,batteries,batteries,2019,0,,0,,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2015,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Nanjing,Jiangsu,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2025,0,,0,,1.25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Nanjing,Jiangsu,electrical_machinery,electrical_machinery,2016,0,,0,,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,electrical_machinery,electrical_machinery,2018,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,electronics,electronics,2024,0,,0,,1.625,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Nanjing,Jiangsu,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.17718666355309134,pending,patents=0;smart_factories=1;procurement=pending
Nanjing,Jiangsu,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.4506179624600263,pending,patents=0;smart_factories=1;procurement=pending
Nanjing,Jiangsu,pharmaceuticals,pharmaceuticals,2023,0,,0,,1.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.1393122215261335,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,precision_instruments,precision_instruments,2024,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Nanjing,Jiangsu,steel_and_metals,steel_and_metals,2024,0,,0,,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2016,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,construction_machinery,construction_machinery,2015,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,electronics,electronics,2025,0,,0,,1.625,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2262114430558832,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.270911859180831,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,logistics_equipment,logistics_equipment,2023,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,logistics_equipment,logistics_equipment,2024,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,robotics,robotics,2017,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,shipbuilding,shipbuilding,2018,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,shipbuilding,shipbuilding,2024,0,,0,,1.125,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4639304816247823,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,shipbuilding,shipbuilding,2025,0,,0,,1.125,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4639304816247823,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,steel_and_metals,steel_and_metals,2020,0,,0,,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.21284939078032128,pending,patents=1;smart_factories=0;procurement=pending
Nantong,Jiangsu,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Nantong,Jiangsu,textiles,textiles,2025,0,,0,,0.125,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,automotive_and_nev,automotive_and_nev,2024,0,,0,,1.75,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.22837362474480527,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,automotive_and_nev,automotive_and_nev,2025,0,,0,,1.75,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0018049236517401757,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,batteries,batteries,2022,0,,0,,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2018,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,construction_machinery,construction_machinery,2025,0,,0,,0.875,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.23952396222063926,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,electrical_machinery,electrical_machinery,2019,0,,0,,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,electrical_machinery,electrical_machinery,2021,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,electronics,electronics,2025,0,,0,,1.625,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.997480560273896,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,pharmaceuticals,pharmaceuticals,2015,0,,0,,1.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.1393122215261335,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,precision_instruments,precision_instruments,2016,0,,0,,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Ningbo,Zhejiang,steel_and_metals,steel_and_metals,2024,0,,0,,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Ningbo,Zhejiang,textiles,textiles,2025,0,,0,,0.125,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Ningde,Fujian,batteries,batteries,2024,0,,0,,1.875,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.050829703154532,pending,patents=0;smart_factories=1;procurement=pending
Ordos,Inner Mongolia,pharmaceuticals,pharmaceuticals,2025,0,,0,,1.625,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.3658809226191986,pending,patents=0;smart_factories=1;procurement=pending
Pingdingshan,Henan,electrical_machinery,electrical_machinery,2024,0,,0,,1.25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.19429419435942719,pending,patents=0;smart_factories=1;procurement=pending
Putian,Fujian,food_processing,food_processing,2024,0,,0,,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2025,0,,0,,1.25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,construction_machinery,construction_machinery,2023,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,electrical_machinery,electrical_machinery,2024,0,,0,,1.25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.19429419435942719,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,electrical_machinery,electrical_machinery,2025,0,,0,,1.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.19429419435942719,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,electronics,electronics,2024,0,,0,,1.625,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.04721985585105165,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.724049261366961,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.5443431580877658,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,logistics_equipment,logistics_equipment,2020,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,logistics_equipment,logistics_equipment,2021,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,semiconductors,semiconductors,2022,0,,0,,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,shipbuilding,shipbuilding,2015,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,shipbuilding,shipbuilding,2024,0,,0,,1.125,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4639304816247823,pending,patents=0;smart_factories=1;procurement=pending
Qingdao,Shandong,steel_and_metals,steel_and_metals,2017,0,,0,,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.21284939078032128,pending,patents=1;smart_factories=0;procurement=pending
Qingdao,Shandong,steel_and_metals,steel_and_metals,2024,0,,0,,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Qinhuangdao,Hebei,automotive_and_nev,automotive_and_nev,2024,0,,0,,1.75,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0018049236517401757,pending,patents=0;smart_factories=1;procurement=pending
Qinhuangdao,Hebei,non_metallic_minerals,non_metallic_minerals,2025,0,,0,,0.375,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Qinzhou,Guangxi,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Qinzhou,Guangxi,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2025,0,,0,,1.25,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4111106904804107,pending,patents=0;smart_factories=1;procurement=pending
Qiqihar,Heilongjiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,0,,0,,1.25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6845419893873456,pending,patents=0;smart_factories=1;procurement=pending
Quanzhou,Fujian,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2021,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Quanzhou,Fujian,construction_machinery,construction_machinery,2020,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Quanzhou,Fujian,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.17718666355309134,pending,patents=0;smart_factories=1;procurement=pending
Quanzhou,Fujian,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Quanzhou,Fujian,logistics_equipment,logistics_equipment,2017,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Quanzhou,Fujian,logistics_equipment,logistics_equipment,2018,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Quanzhou,Fujian,robotics,robotics,2022,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Quanzhou,Fujian,semiconductors,semiconductors,2019,0,,0,,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Quanzhou,Fujian,shipbuilding,shipbuilding,2023,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Quzhou,Zhejiang,industrial_machinery,industrial_machinery,2025,0,,0,,1.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Rizhao,Shandong,steel_and_metals,steel_and_metals,2025,0,,0,,1.25,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.16598679296645152,pending,patents=0;smart_factories=1;procurement=pending
Sanming,Fujian,steel_and_metals,steel_and_metals,2024,0,,0,,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.4394180918733864,pending,patents=0;smart_factories=1;procurement=pending
Sanya,Hainan,industrial_machinery,industrial_machinery,2024,0,,0,,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.0962446353538435,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,automotive_and_nev,automotive_and_nev,2024,1,2019.0,1,5.0,1.75,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.7522290033030534,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,automotive_and_nev,automotive_and_nev,2025,1,2019.0,1,6.0,1.75,2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.2990916011169233,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,batteries,batteries,2023,1,2019.0,1,4.0,1.875,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,,1.0814242038740043,pending,patents=1;smart_factories=0;procurement=pending
Shanghai,Shanghai,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2019,1,2019.0,1,0.0,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0.07804391145665762,pending,patents=1;smart_factories=0;procurement=pending
Shanghai,Shanghai,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2024,1,2019.0,1,5.0,1.25,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.12490650927052738,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,electrical_machinery,electrical_machinery,2020,1,2019.0,1,1.0,1.25,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.568291706484576,pending,patents=1;smart_factories=0;procurement=pending
Shanghai,Shanghai,electrical_machinery,electrical_machinery,2022,1,2019.0,1,3.0,1.25,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.568291706484576,pending,patents=1;smart_factories=0;procurement=pending
Shanghai,Shanghai,electrical_machinery,electrical_machinery,2024,1,2019.0,1,5.0,1.25,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.6151543042984458,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,electrical_machinery,electrical_machinery,2025,1,2019.0,1,6.0,1.25,2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.8885856032053806,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,electronics,electronics,2024,1,2019.0,1,5.0,1.625,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.6496025038251678,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,electronics,electronics,2025,1,2019.0,1,6.0,1.625,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.6496025038251678,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,industrial_machinery,industrial_machinery,2024,1,2019.0,1,5.0,1.5,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.8204073032542171,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,industrial_machinery,industrial_machinery,2025,1,2019.0,1,6.0,1.5,2,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,2.1875637977888913,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,pharmaceuticals,pharmaceuticals,2016,1,2019.0,0,-3.0,1.625,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.1393122215261335,pending,patents=1;smart_factories=0;procurement=pending
Shanghai,Shanghai,pharmaceuticals,pharmaceuticals,2025,1,2019.0,1,6.0,1.625,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.33094143705702084,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,precision_instruments,precision_instruments,2017,1,2019.0,0,-2.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,-0.2618741702831131,pending,patents=1;smart_factories=0;procurement=pending
Shanghai,Shanghai,semiconductors,semiconductors,2025,1,2019.0,1,6.0,1.875,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.854855502780939,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,shipbuilding,shipbuilding,2024,1,2019.0,1,5.0,1.125,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2919162970579968,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,shipbuilding,shipbuilding,2025,1,2019.0,1,6.0,1.125,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.018484998151061943,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,steel_and_metals,steel_and_metals,2024,1,2019.0,1,5.0,1.25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.09659910787755172,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,steel_and_metals,steel_and_metals,2025,1,2019.0,1,6.0,1.25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.09659910787755172,pending,patents=0;smart_factories=1;procurement=pending
Shanghai,Shanghai,textiles,textiles,2024,1,2019.0,1,5.0,0.125,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.6309402694122518,pending,patents=0;smart_factories=1;procurement=pending
Shaoxing,Zhejiang,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2022,0,,0,,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,construction_machinery,construction_machinery,2021,0,,0,,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,electrical_machinery,electrical_machinery,2025,0,,0,,1.25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.19429419435942719,pending,patents=0;smart_factories=1;procurement=pending
Shaoxing,Zhejiang,logistics_equipment,logistics_equipment,2018,0,,0,,1.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,logistics_equipment,logistics_equipment,2019,0,,0,,1.25,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.03227450673363792,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,robotics,robotics,2023,0,,0,,1.625,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.17934884524201344,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,semiconductors,semiconductors,2020,0,,0,,1.875,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.2773984042475971,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,shipbuilding,shipbuilding,2024,0,,0,,1.125,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,-0.2373617805317172,pending,patents=1;smart_factories=0;procurement=pending
Shaoxing,Zhejiang,steel_and_metals,steel_and_metals,2015,0,,0,,1.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.21284939078032128,pending,patents=1;smart_factories=0;procurement=pending
Shenyang,Liaoning,chemicals_and_petrochemicals,chemicals_and_petrochemicals,2019,1,2021.0,0,-2.0,1.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,-0.45797328829428047,pending,patents=1;smart_factories=0;procurement=pending
Shenyang,Liaoning,construction_machinery,construction_machinery,2018,1,2021.0,0,-3.0,0.875,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,-0.286386560034509,pending,patents=1;smart_factories=0;procurement=pending
Shenyang,Liaoning,electrical_machinery,electrical_machinery,2024,1,2021.0,1,3.0,1.25,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.6151543042984458,pending,patents=0;smart_factories=1;procurement=pending
Shenyang,Liaoning,industrial_machinery,industrial_machinery,2024,1,2021.0,1,3.0,1.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.5469760043472821,pending,patents=0;smart_factories=1;procurement=pending
